resolved_domain,text,created_at,author_id,twtid
nadra.gov.pk,1,1,1,1
nach.es,1,1,1,1
mythreadreader.com,1,1,1,1
myshopify.com,1,1,1,1
mynewsdesk.com,1,1,1,1
myfox28columbus.com,1,1,1,1
nczas.com,1,1,1,1
ndr.de,1,1,1,1
newsnow.co.uk,1,1,1,1
nihon-syakai.net,1,1,1,1
nhs.net,1,1,1,1
nextbigfuture.com,1,1,1,1
newzworldtoday.com,1,1,1,1
newyorker.com,1,1,1,1
newsvoice.se,1,1,1,1
newsmeter.in,1,1,1,1
nederlandonsland.nl,1,1,1,1
newsbeezer.com,1,1,1,1
news24.jp,1,1,1,1
news.com,1,1,1,1
newmarkettoday.ca,1,1,1,1
newage3.net,1,1,1,1
mrlhood.com,1,1,1,1
manulife.ca,1,1,1,1
medalert.org,1,1,1,1
mdlinx.com,1,1,1,1
mctlaw.com,1,1,1,1
mccairn.com,1,1,1,1
matsumotoclinic.com,1,1,1,1
manulife.com.hk,1,1,1,1
mamot.fr,1,1,1,1
m24.no,1,1,1,1
m.in,1,1,1,1
m-cam.com,1,1,1,1
lungenaerzte-im-netz.de,1,1,1,1
lunaticoutpost.com,1,1,1,1
medcalc.org,1,1,1,1
mpr21.info,1,1,1,1
mo.gov,1,1,1,1
mlpol.net,1,1,1,1
mises.org,1,1,1,1
military.net,1,1,1,1
milanofinanza.it,1,1,1,1
migueljara.com,1,1,1,1
meyersfremmedordbog.dk,1,1,1,1
met.no,1,1,1,1
merck.com,1,1,1,1
melhor.do,1,1,1,1
medika.life,1,1,1,1
medicalracism.org,1,1,1,1
nikkei.co.jp,1,1,1,1
lovinglifetv.com,1,1,1,1
plandemicseries.com,1,1,1,1
plandemia.news,1,1,1,1
phillyvoice.com,1,1,1,1
phe.gov,1,1,1,1
pharmacytimes.com,1,1,1,1
pharmaceuticalfraud.com,1,1,1,1
pharmaceutical-technology.com,1,1,1,1
pfizer.nl,1,1,1,1
pfizer.co.jp,1,1,1,1
pewresearch.org,1,1,1,1
period.in,1,1,1,1
period.how,1,1,1,1
patterns.so,1,1,1,1
plos.org,1,1,1,1
poder360.com.br,1,1,1,1
projectarachnid.ca,1,1,1,1
purpose.you,1,1,1,1
purevaers.com,1,1,1,1
published.so,1,1,1,1
publichealthscotland.scot,1,1,1,1
provincetownindependent.org,1,1,1,1
proteinatlas.org,1,1,1,1
protectthepets.com,1,1,1,1
pronoun.is,1,1,1,1
proefdiervrij.nl,1,1,1,1
princess-health.com,1,1,1,1
pressat.co.uk,1,1,1,1
postimg.cc,1,1,1,1
portalb.mk,1,1,1,1
pathcheck.org,1,1,1,1
ntb.no,1,1,1,1
obenvaers.com,1,1,1,1
oal.lu,1,1,1,1
nyanx.com,1,1,1,1
ny1.com,1,1,1,1
nv.gov,1,1,1,1
nunato.net,1,1,1,1
odpriteoci.com,1,1,1,1
nowliberty.com,1,1,1,1
nouveau-monde.ca,1,1,1,1
notificacentroamerica.net,1,1,1,1
norway.like,1,1,1,1
nola.com,1,1,1,1
noagendasocial.com,1,1,1,1
odkrywamyzdrowie.pl,1,1,1,1
ohchr.org,1,1,1,1
pas.la,1,1,1,1
orthomoleculary.org,1,1,1,1
parentology.com,1,1,1,1
pandora.org,1,1,1,1
oyetimes.com,1,1,1,1
over-2023.so,1,1,1,1
outlook.com,1,1,1,1
orwell.city,1,1,1,1
ohiochannel.org,1,1,1,1
ordomedicus.org,1,1,1,1
operationrescue.org,1,1,1,1
openvears.com,1,1,1,1
oilprice.com,1,1,1,1
louis-pasteur.or.jp,1,1,1,1
is.fi,1,1,1,1
iiarjournals.org,1,1,1,1
idsociety.org,1,1,1,1
idan.dk,1,1,1,1
id2020.org,1,1,1,1
ibc24.in,1,1,1,1
ia601401.us,1,1,1,1
i24news.tv,1,1,1,1
hyp.is,1,1,1,1
http://gov.uk/yellowcard,1,1,1,1
http://gov.uk/,1,1,1,1
http://gov.pl,1,1,1,1
hse.ie,1,1,1,1
houstonchronicle.com,1,1,1,1
ijr.com,1,1,1,1
illinois.gov,1,1,1,1
infomirsk.org,1,1,1,1
irishtimes.com,1,1,1,1
investorshangout.com,1,1,1,1
instituteforgovernment.org.uk,1,1,1,1
insider.com,1,1,1,1
insidehalton.com,1,1,1,1
innovativescience.net,1,1,1,1
ing.de,1,1,1,1
info.gov.hk,1,1,1,1
ilparagone.it,1,1,1,1
infarmed.pt,1,1,1,1
ined.fr,1,1,1,1
indeed.com,1,1,1,1
impactnews.com,1,1,1,1
imolaoggi.it,1,1,1,1
imdb.com,1,1,1,1
hotair.com,1,1,1,1
govinfo.gov,1,1,1,1
hankyung.com,1,1,1,1
hahahahahsha.you,1,1,1,1
hagmannreport.com,1,1,1,1
hackensackmeridianhealth.org,1,1,1,1
gyazo.com,1,1,1,1
grantome.com,1,1,1,1
gracevanberkum.com,1,1,1,1
govtribe.com,1,1,1,1
gouv.qc.ca,1,1,1,1
googleusercontent.com,1,1,1,1
google.se,1,1,1,1
google.pt,1,1,1,1
google.ie,1,1,1,1
google.com.mx,1,1,1,1
google.co.in,1,1,1,1
google.be,1,1,1,1
harvardpilgrim.org,1,1,1,1
hashtagify.me,1,1,1,1
hopefromholly.com,1,1,1,1
hnewswire.com,1,1,1,1
history.com,1,1,1,1
hhf.gov,1,1,1,1
hgs.gov,1,1,1,1
here-medalerts.org,1,1,1,1
heraldscotland.com,1,1,1,1
heise.de,1,1,1,1
hc-sc.gc.ca,1,1,1,1
heavy.com,1,1,1,1
healthy.save,1,1,1,1
healthy.co.uk,1,1,1,1
healthaffairs.org,1,1,1,1
health.govt.nz,1,1,1,1
is.no,1,1,1,1
leadershipvision.net,1,1,1,1
ldblog.jp,1,1,1,1
lci.fr,1,1,1,1
latestly.com,1,1,1,1
lapressa.it,1,1,1,1
laprensadecolorado.com,1,1,1,1
lanuovabq.it,1,1,1,1
kw.be,1,1,1,1
kvoa.com,1,1,1,1
kutv.co.jp,1,1,1,1
ktoe.com,1,1,1,1
kristileightv.com,1,1,1,1
kontasas.gr,1,1,1,1
knack.be,1,1,1,1
kmbc.com,1,1,1,1
kiro7.com,1,1,1,1
king5.com,1,1,1,1
lecardiologue.com,1,1,1,1
lifenews.com,1,1,1,1
look.at,1,1,1,1
lol.no,1,1,1,1
localjobs.com,1,1,1,1
loc.gov,1,1,1,1
livedoor.com,1,1,1,1
ligeher.nu,1,1,1,1
lifehacker.com.au,1,1,1,1
lecourrier-du-soir.com,1,1,1,1
lies.you,1,1,1,1
lierposten.no,1,1,1,1
libsynpro.com,1,1,1,1
libertarianinstitute.org,1,1,1,1
letmegooglethat.com,1,1,1,1
lepszezdrowie.info,1,1,1,1
lejournaltoulousain.fr,1,1,1,1
khanacademy.org,1,1,1,1
jornada.com.mx,1,1,1,1
johnsonandtoxin.com,1,1,1,1
johas.go.jp,1,1,1,1
jeugdjournaal.nl,1,1,1,1
jeffreydachmd.com,1,1,1,1
jdfarag.org,1,1,1,1
journalisten.no,1,1,1,1
jacarandafm.com,1,1,1,1
jab.in,1,1,1,1
ivmmeta.org,1,1,1,1
ivermectinforcovid.com,1,1,1,1
itavisen.no,1,1,1,1
italian.tech,1,1,1,1
it.as,1,1,1,1
journal.ie,1,1,1,1
kctv5.com,1,1,1,1
kb.se,1,1,1,1
kaysis.gov.tr,1,1,1,1
kayhan.ir,1,1,1,1
kaydetti.ge,1,1,1,1
kawata2018.com,1,1,1,1
katu.com,1,1,1,1
kapwi.ng,1,1,1,1
kansensho.or.jp,1,1,1,1
kanekashi.com,1,1,1,1
jrc.or.jp,1,1,1,1
kaisertv.de,1,1,1,1
kaijansen.com,1,1,1,1
kabc.com,1,1,1,1
jvond.com,1,1,1,1
justpaste.it,1,1,1,1
justice.gov,1,1,1,1
justia.com,1,1,1,1
judicialwatch.org,1,1,1,1
zums.ac.ir,1,1,1,1
