domain,nodeID,nodeLang,nodeText,nodeTime,nodeUserID,parentID,parentUserID,url,nodeDate
covidmedicalnetwork.com,1,1,1,1,1,1,1,1,1
covidlonghaulers.com,1,1,1,1,1,1,1,1,1
covidkabinet.blogspot.com,1,1,1,1,1,1,1,1,1
coviddatadispatch.com,1,1,1,1,1,1,1,1,1
covid-19-nieznane-fakty.pl,1,1,1,1,1,1,1,1,1
covidcalltohumanity.org,1,1,1,1,1,1,1,1,1
covidblog.oregon.gov,1,1,1,1,1,1,1,1,1
covid101.org,1,1,1,1,1,1,1,1,1
covid-crime.org,1,1,1,1,1,1,1,1,1
covid-19.no,1,1,1,1,1,1,1,1,1
covid-19.acgov.org,1,1,1,1,1,1,1,1,1
donate.tpusa.com,1,1,1,1,1,1,1,1,1
dovepress.com,1,1,1,1,1,1,1,1,1
pronews.gr,1,1,1,1,1,1,1,1,1
flote.app,1,1,1,1,1,1,1,1,1
flccc.net,1,1,1,1,1,1,1,1,1
fis.fda.gov,1,1,1,1,1,1,1,1,1
finance.yahoo.com,1,1,1,1,1,1,1,1,1
finalcalldigital.com,1,1,1,1,1,1,1,1,1
fimea.fi,1,1,1,1,1,1,1,1,1
filoi-esfigmenou.com,1,1,1,1,1,1,1,1,1
fh7uqxfgvtcqxnrozonwjvvgou-ac5fdsxevxq4s5y-afinalwarning-com.translate.goog,1,1,1,1,1,1,1,1,1
faust711.com,1,1,1,1,1,1,1,1,1
faucidossier.com,1,1,1,1,1,1,1,1,1
fark.com,1,1,1,1,1,1,1,1,1
fal.cn,1,1,1,1,1,1,1,1,1
fakemediareport.net,1,1,1,1,1,1,1,1,1
fairfaxtimes.com,1,1,1,1,1,1,1,1,1
factstream.co,1,1,1,1,1,1,1,1,1
facts.do,1,1,1,1,1,1,1,1,1
flgov.com,1,1,1,1,1,1,1,1,1
fluboss.com,1,1,1,1,1,1,1,1,1
down.in,1,1,1,1,1,1,1,1,1
focusnews24.it,1,1,1,1,1,1,1,1,1
freespeechparty.store,1,1,1,1,1,1,1,1,1
freepressjournal.in,1,1,1,1,1,1,1,1,1
freep.com,1,1,1,1,1,1,1,1,1
freedomminds.com,1,1,1,1,1,1,1,1,1
freedomalliance.co.uk,1,1,1,1,1,1,1,1,1
freeamericanetwork.com,1,1,1,1,1,1,1,1,1
france24.com,1,1,1,1,1,1,1,1,1
foxlexington.com,1,1,1,1,1,1,1,1,1
foxla.com,1,1,1,1,1,1,1,1,1
foxillinois.com,1,1,1,1,1,1,1,1,1
fox29.com,1,1,1,1,1,1,1,1,1
fox21news.com,1,1,1,1,1,1,1,1,1
fox17.com,1,1,1,1,1,1,1,1,1
fortune.com,1,1,1,1,1,1,1,1,1
fool.com,1,1,1,1,1,1,1,1,1
factchecklab.org,1,1,1,1,1,1,1,1,1
factcheck.thedispatch.com,1,1,1,1,1,1,1,1,1
facta.news,1,1,1,1,1,1,1,1,1
f7td5.app.goo.gl,1,1,1,1,1,1,1,1,1
ekspedyt.org,1,1,1,1,1,1,1,1,1
egaliteetreconciliation.fr,1,1,1,1,1,1,1,1,1
effects.you,1,1,1,1,1,1,0,1,1
effects.it,1,1,1,1,1,1,1,1,1
efe.com,1,1,1,1,1,1,1,1,1
eeoc.gov,1,1,1,1,1,1,1,1,1
ee.winnipegfreepress.com?publink=1e5b56781_1345e4e,1,1,1,1,1,1,1,1,1
ecrit.je,1,1,1,1,1,1,1,1,1
economictimes.indiatimes.com,1,1,1,1,1,1,1,1,1
ec.europa.eu,1,1,1,1,1,1,1,1,1
dx.doi.org,1,1,1,1,1,1,1,1,1
duckduckgo-com.translate.goog,1,1,1,1,1,1,1,1,1
drugwatch.com,1,1,1,1,1,1,1,1,1
drstevenhatfill.com,1,1,1,1,1,1,1,1,1
drsircus.com,1,1,1,1,1,1,1,1,1
eleftheripena.com,1,1,1,1,1,1,1,1,1
elpais.com,1,1,1,1,1,1,0,1,1
employercovidpolicy.com,1,1,1,1,1,1,1,1,1
events.now,1,1,1,1,1,1,1,1,1
eziz.org,1,1,1,1,1,1,1,1,1
eyelash-carrie.com,1,1,1,1,1,1,1,1,1
exposethegrove.com,1,1,1,1,1,1,1,1,1
explica.co,1,1,1,1,1,1,1,1,1
exoportail.com,1,1,1,1,1,1,1,1,1
everydaycarbon.blogspot.com,1,1,1,1,1,1,1,1,1
eventbrite.com,1,1,1,1,1,1,1,1,1
en.as.com,1,1,1,1,1,1,1,1,1
evangelicaldarkweb.org,1,1,1,1,1,1,1,1,1
europepmc.org,1,1,1,1,1,1,1,1,1
europa.is,1,1,1,1,1,1,1,1,1
espn.com,1,1,1,1,1,1,1,1,1
es.sott.net,1,1,1,1,1,1,1,1,1
es-mb.theepochtimes.com,1,1,1,1,1,1,1,1,1
co.vi,1,1,1,1,1,1,1,1,1
cnet.com,1,1,1,1,1,1,1,1,1
clthb.co,1,1,1,1,1,1,1,1,1
apokalipsistora.blogspot.com,1,1,1,1,1,1,1,1,1
antioph.blogspot.com,1,1,1,1,1,1,1,1,1
antioligarch.wordpress.com,1,1,1,1,1,1,1,1,1
anticominternblog.com,1,1,1,1,1,1,1,1,1
ansm.sante.fr,1,1,1,1,1,1,1,1,1
anonpaste.org,1,1,1,1,1,1,1,1,1
annalsofian.org,1,1,1,1,1,1,1,1,1
aninews.in,1,1,1,1,1,1,1,1,1
anhinternational.org,1,1,1,1,1,1,1,1,1
anexsartitos.blogspot.com,1,1,1,1,1,1,1,1,1
andrewbostom.org,1,1,1,1,1,1,1,1,1
amp.statesman.com,1,1,1,1,1,1,1,1,1
amp.dailycaller.com,1,1,1,1,1,1,1,1,1
amp.cnn.com,1,1,1,1,1,1,1,1,1
amp-nos-nl.cdn.ampproject.org,1,1,1,1,1,1,1,1,1
americasfrontlinedoctors.com,1,1,1,1,1,1,1,1,1
aol.com,1,1,1,1,1,1,1,1,1
apps.texastribune.org,1,1,1,1,1,1,1,1,1
clickysound.com,1,1,1,1,1,1,1,1,1
archive.fo,1,1,1,1,1,1,1,1,1
awakenindiamovement.org,1,1,1,1,1,1,1,1,1
available.you,1,1,1,1,1,1,1,1,1
ausvaxsafety.org.au,1,1,1,1,1,1,1,1,1
au.news.yahoo.com,1,1,1,1,1,1,1,1,1
atrombetanews.com.br,1,1,1,1,1,1,1,1,1
atlantic.ctvnews.ca,1,1,1,1,1,1,1,1,1
atheatos59.blogspot.com,1,1,1,1,1,1,1,1,1
ata.org,1,1,1,1,1,1,1,1,1
astrazeneca.nl,1,1,1,1,1,1,1,1,1
asianews.press,1,1,1,1,1,1,1,1,1
article.worldnews.com,1,1,1,1,1,1,1,1,1
article.wn.com,1,1,1,1,1,1,1,1,1
armstrongeconomics.com,1,1,1,1,1,1,1,1,1
aristeia.site,1,1,1,1,1,1,1,1,1
arcoorlo.blogspot.com,1,1,1,1,1,1,1,1,1
ambassadorlove.wordpress.com,1,1,1,1,1,1,1,1,1
ambasador21.wordpress.com,1,1,1,1,1,1,1,1,1
amazonios.net,1,1,1,1,1,1,1,1,1
amarujala.com,1,1,1,1,1,1,1,1,1
abc11.com,1,1,1,1,1,1,1,1,1
abc10.com,1,1,1,1,1,1,1,1,1
aapsonline.org,1,1,1,1,1,1,1,1,1
a2ch.ru,1,1,1,1,1,1,1,1,1
99.xxx,1,1,1,1,1,1,1,1,1
9-4448-a527-4eeb59304c7f.filesusr.com,1,1,1,1,1,1,1,1,1
30g7el1b4b1n28kgpr414nuu-wpengine.netdna-ssl.com,1,1,1,1,1,1,1,1,1
3.is,1,1,1,1,1,1,1,1,1
252f2edd-1c8b-49f5-9bb2-cb57bb47e4ba.filesusr.com,1,1,1,1,1,1,1,1,1
222.at,1,1,1,1,1,1,1,1,1
2.pfizer,1,1,1,1,1,1,1,1,1
1990.so,1,1,1,1,1,1,1,1,1
17plus.weebly.com,1,1,1,1,1,1,1,1,1
13newsnow.com,1,1,1,1,1,1,1,1,1
1011now.com,1,1,1,1,1,1,1,1,1
abc7.com,1,1,1,1,1,1,1,1,1
abcactionnews.com,1,1,1,1,1,1,1,1,1
acog.org,1,1,1,1,1,1,1,1,1
aimsib.org,1,1,1,1,1,1,1,1,1
ama-assn.org,1,1,1,1,1,1,1,1,1
altcensored.com,1,1,1,1,1,1,1,1,1
all.it,1,1,1,1,1,1,1,1,1
alfredodecclesia.blogspot.com,1,1,1,1,1,1,1,1,1
ajmc.com,1,1,1,1,1,1,1,1,1
aitia.fr,1,1,1,1,1,1,1,1,1
ahs.ca,1,1,1,1,1,1,1,1,1
activistpost.com,1,1,1,1,1,1,1,1,1
ahead.dodge,1,1,1,1,1,1,0,1,1
ahajournals.org,1,1,1,1,1,1,1,1,1
agoraleaks.com,1,1,1,1,1,1,1,1,1
aflds.org,1,1,1,1,1,1,1,1,1
adiariocr.com,1,1,1,1,1,1,1,1,1
adarapress.com,1,1,1,1,1,1,1,1,1
b.hatena.ne.jp,1,1,1,1,1,1,1,1,1
baddrug.com,1,1,1,1,1,1,1,1,1
balkrai.wordpress.com,1,1,1,1,1,1,1,1,1
c19ivermectin.com,1,1,1,1,1,1,1,1,1
cbsaustin.com,1,1,1,1,1,1,1,1,1
cbs12.com,1,1,1,1,1,1,1,1,1
catyoung.weebly.com,1,1,1,1,1,1,1,1,1
catalystmedicalclinic.com,1,1,1,1,1,1,1,1,1
catallaxyfiles.com,1,1,1,1,1,1,1,1,1
castbox.fm,1,1,1,1,1,1,1,1,1
cassandravoices.com,1,1,1,1,1,1,1,1,1
care.com,1,1,1,1,1,1,1,1,1
card.mhra.gov.uk,1,1,1,1,1,1,0,1,1
capnews.me,1,1,1,1,1,1,1,1,1
canberratimes.com.au,1,1,1,1,1,1,1,1,1
canal7salta.com,1,1,1,1,1,1,1,1,1
canadianmale.wordpress.com,1,1,1,1,1,1,1,1,1
canadianadvocacycentre.blogspot.com,1,1,1,1,1,1,0,1,1
canadafreepress.com,1,1,1,1,1,1,1,1,1
cdc.com,1,1,1,1,1,1,1,1,1
cdc.news,1,1,1,1,1,1,1,1,1
cedars-sinai.org,1,1,1,1,1,1,1,1,1
chrisvoncsefalvay.com,1,1,1,1,1,1,1,1,1
clickondetroit.com,1,1,1,1,1,1,1,1,1
click2houston.com,1,1,1,1,1,1,1,1,1
cleverjourneys.wordpress.com,1,1,1,1,1,1,1,1,1
claireberlinski.substack.com,1,1,1,1,1,1,1,1,1
cjonline.com,1,1,1,1,1,1,1,1,1
cidrap.umn.edu,1,1,1,1,1,1,1,1,1
christiansfortruth.com,1,1,1,1,1,1,1,1,1
censored.us,1,1,1,1,1,1,1,1,1
christianpost.com,1,1,1,1,1,1,1,1,1
chiledrenshealthdefense.org,1,1,1,1,1,1,1,1,1
cherrycreektimes.com,1,1,1,1,1,1,1,1,1
channel3000.com,1,1,1,1,1,1,1,1,1
cf5e727d-d029fe2d3ad957f.filesusr.com,1,1,1,1,1,1,1,1,1
centipedenation.com,1,1,1,1,1,1,1,1,1
ca.news.yahoo.com,1,1,1,1,1,1,1,1,1
c-vine.com,1,1,1,1,1,1,1,1,1
baltimoresun.com,1,1,1,1,1,1,1,1,1
bythebloodofthelamb.wordpress.com,1,1,1,1,1,1,1,1,1
bizmarc.wordpress.com,1,1,1,1,1,1,1,1,1
bityl.pl,1,1,1,1,1,1,1,1,1
bitly.ws,1,1,1,1,1,1,1,1,1
bioworld.com,1,1,1,1,1,1,0,1,1
biodatascience.github.io,1,1,1,1,1,1,1,1,1
bing.com,1,1,1,1,1,1,1,1,1
billmitchell.locals.com,1,1,1,1,1,1,1,1,1
biblescienceforum.com,1,1,1,1,1,1,1,1,1
bharian.com.my,1,1,1,1,1,1,1,1,1
bestpractice.bmj.com,1,1,1,1,1,1,1,1,1
bestlifeonline.com,1,1,1,1,1,1,1,1,1
bernward.blog,1,1,1,1,1,1,1,1,1
belfasteye.com,1,1,1,1,1,1,1,1,1
beesbuzz.com,1,1,1,1,1,1,1,1,1
beaconjournal.com,1,1,1,1,1,1,1,1,1
bizpacreview.com,1,1,1,1,1,1,1,1,1
bles.com,1,1,1,1,1,1,1,1,1
blogs.sciencemag.org,1,1,1,1,1,1,1,1,1
briefly.co,1,1,1,1,1,1,1,1,1
businesswire.com,1,1,1,1,1,1,1,1,1
businessinsurance.com,1,1,1,1,1,1,1,1,1
burbuja.info,1,1,1,1,1,1,1,1,1
btctechgroup.com,1,1,1,1,1,1,1,1,1
brujitafr.fr,1,1,1,1,1,1,1,1,1
brownpelicanla.com,1,1,1,1,1,1,1,1,1
brianrwright.com,1,1,1,1,1,1,1,1,1
bodyofevidence.ca,1,1,1,1,1,1,1,1,1
brgeneral.org,1,1,1,1,1,1,1,1,1
breaking911.com,1,1,1,1,1,1,1,1,1
boxden.com,1,1,1,1,1,1,1,1,1
boudicaus.wordpress.com,1,1,1,1,1,1,1,1,1
bostonherald.com,1,1,1,1,1,1,1,1,1
bonfire.com,1,1,1,1,1,1,1,1,1
frontiersin.org,1,1,1,1,1,1,1,1,1
ftp.historyofvaccines.org,1,1,1,1,1,1,0,1,1
fxb.be,1,1,1,1,1,1,1,1,1
naturalselections.substack.com,1,1,1,1,1,1,1,1,1
nationalheraldindia.com,1,1,1,1,1,1,1,1,1
nationalacademies.org,1,1,1,1,1,1,1,1,1
nagpurtoday.in,1,1,1,1,1,1,1,1,1
nacr.info,1,1,1,1,1,1,1,1,1
n.pr,1,1,1,1,1,1,0,1,1
n.neurology.org,1,1,1,1,1,1,1,1,1
n-tv.de,1,1,1,1,1,1,1,1,1
mythdetector.ge,1,1,1,1,1,1,1,1,1
mynews.one,1,1,1,1,1,1,1,1,1
myfellowpatriotsblog.blogspot.com,1,1,1,1,1,1,1,1,1
msnbc.com,1,1,1,1,1,1,0,1,1
msdmanuals.com,1,1,1,1,1,1,1,1,1
mrflamingo.ca,1,1,1,1,1,1,1,1,1
mr.gi,1,1,1,1,1,1,0,1,1
mprnews.org,1,1,1,1,1,1,1,1,1
nationalzero.com,1,1,1,1,1,1,1,1,1
navbharattimes.indiatimes.com,1,1,1,1,1,1,1,1,1
managedhealthcareexecutive.com,1,1,1,1,1,1,1,1,1
nbcwashington.com,1,1,1,1,1,1,1,1,1
newswire.ca,1,1,1,1,1,1,1,1,1
newswav.com,1,1,1,1,1,1,1,1,1
newsroom.co.nz,1,1,1,1,1,1,1,1,1
newsletter.zerohedge.com,1,1,1,1,1,1,1,1,1
newselegant.com,1,1,1,1,1,1,1,1,1
news4jax.com,1,1,1,1,1,1,1,1,1
news3lv.com,1,1,1,1,1,1,1,1,1
news24-7live.com,1,1,1,1,1,1,1,1,1
news.sky.com,1,1,1,1,1,1,1,1,1
news.insureteck.com,1,1,1,1,1,1,1,1,1
news.com.au,1,1,1,1,1,1,1,1,1
neweralive.na,1,1,1,1,1,1,1,1,1
neurocienciasdrnasser.com,1,1,1,1,1,1,1,1,1
ncrenegade.com,1,1,1,1,1,1,1,1,1
ncrc.jhsph.edu,1,1,1,1,1,1,1,1,1
mortality.it,1,1,1,1,1,1,1,1,1
moneyrang.org,1,1,1,1,1,1,1,1,1
mondialisation.ca,1,1,1,1,1,1,1,1,1
mnqe477mygy75c7e67c6zjw4ea-ac5fdsxevxq4s5y.translate.goog,1,1,1,1,1,1,1,1,1
medicaldialogues.in,1,1,1,1,1,1,1,1,1
medical.nikkeibp.co.jp,1,1,1,1,1,1,1,1,1
medianism.org,1,1,1,1,1,1,1,1,1
mediafire.com,1,1,1,1,1,1,1,1,1
mediabiasfactcheck.com,1,1,1,1,1,1,1,1,1
mediaarchives.gsradio.net,1,1,1,1,1,1,1,1,1
media.patriots.win,1,1,1,1,1,1,1,1,1
medexpress.pl,1,1,1,1,1,1,1,1,1
medcom.uiowa.edu,1,1,1,1,1,1,1,1,1
medalerts.com,1,1,1,1,1,1,1,1,1
mccairndojo.com,1,1,1,1,1,1,1,1,1
mb.com.ph,1,1,1,1,1,1,1,1,1
mayoclinic.org,1,1,1,1,1,1,1,1,1
1.review,1,1,1,1,1,1,1,1,1
marketwatch.com,1,1,1,1,1,1,1,1,1
medicaltrend.org,1,1,1,1,1,1,1,1,1
medicine.wustl.edu,1,1,1,1,1,1,1,1,1
medium.com,1,1,1,1,1,1,1,1,1
michaelsavage.com,1,1,1,1,1,1,1,1,1
mixonline.jp:443,1,1,1,1,1,1,1,1,1
mixonline.jp,1,1,1,1,1,1,1,1,1
minerva-08.tumblr.com,1,1,1,1,1,1,1,1,1
minds.com,1,1,1,1,1,1,1,1,1
mimikama.at,1,1,1,1,1,1,1,1,1
miglioverde.eu,1,1,1,1,1,1,1,1,1
michael-mannheimer.net,1,1,1,1,1,1,1,1,1
medshadow.org,1,1,1,1,1,1,1,1,1
miamistandard.news,1,1,1,1,1,1,1,1,1
mi6rogue.com,1,1,1,1,1,1,1,1,1
mhra.gov.uk,1,1,1,1,1,1,1,1,1
methirdlist.blogspot.com,1,1,1,1,1,1,1,1,1
mergeurl.com,1,1,1,1,1,1,1,1,1
mega.nz,1,1,1,1,1,1,0,1,1
nextdoor.com,1,1,1,1,1,1,1,1,1
nhs.uk,1,1,1,1,1,1,1,1,1
nicholaswade.medium.com,1,1,1,1,1,1,1,1,1
pamplinmedia.com,1,1,1,1,1,1,1,1,1
phibetaiota.net,1,1,1,1,1,1,1,1,1
pharmanewsintel.com,1,1,1,1,1,1,1,1,1
pharmacist.com,1,1,1,1,1,1,1,1,1
perma.cc,1,1,1,1,1,1,0,1,1
peopleforthetruth.com,1,1,1,1,1,1,1,1,1
pennmedicine.org,1,1,1,1,1,1,1,1,1
pei.de,1,1,1,1,1,1,1,1,1
peakprosperity.com,1,1,1,1,1,1,1,1,1
pbs.org,1,1,1,1,1,1,0,1,1
patriotsnews.com,1,1,1,1,1,1,1,1,1
patriotdailywire.com,1,1,1,1,1,1,1,1,1
patrika.com,1,1,1,1,1,1,1,1,1
pastebin.com,1,1,1,1,1,1,1,1,1
passaparoladesso.blogspot.com,1,1,1,1,1,1,1,1,1
paranormal.lt,1,1,1,1,1,1,1,1,1
physiciansweekly.com,1,1,1,1,1,1,1,1,1
pilotonline.com,1,1,1,1,1,1,1,1,1
pjmedia.com,1,1,1,1,1,1,1,1,1
polygraph.info,1,1,1,1,1,1,1,1,1
projectspeak.net,1,1,1,1,1,1,1,1,1
projects.propublica.org,1,1,1,1,1,1,1,1,1
presscore.ca,1,1,1,1,1,1,1,1,1
postandcourier.com,1,1,1,1,1,1,1,1,1
positivechangepc.com,1,1,1,1,1,1,1,1,1
ponkablog.com,1,1,1,1,1,1,1,1,1
polmsg.pl,1,1,1,1,1,1,1,1,1
planetmoron.typepad.com,1,1,1,1,1,1,1,1,1
politikstube.com,1,1,1,1,1,1,1,1,1
politico.eu,1,1,1,1,1,1,1,1,1
podbean.com,1,1,1,1,1,1,1,1,1
pocketnet.app,1,1,1,1,1,1,1,1,1
playmastermovie.com,1,1,1,1,1,1,1,1,1
player.lightcast.com,1,1,1,1,1,1,1,1,1
papers.ssrn.com,1,1,1,1,1,1,1,1,1
oxygen.truth4free.com,1,1,1,1,1,1,1,1,1
nico.ms,1,1,1,1,1,1,1,1,1
overlawyered.com,1,1,1,1,1,1,1,1,1
nukepro.net,1,1,1,1,1,1,1,1,1
nst.com.my,1,1,1,1,1,1,1,1,1
novelscience.substack.com,1,1,1,1,1,1,1,1,1
nouvelordremondial.cc,1,1,1,1,1,1,1,1,1
notonthebeeb.co.uk,1,1,1,1,1,1,1,1,1
not.it,1,1,1,1,1,1,0,1,1
nosmintieron.tv,1,1,1,1,1,1,1,1,1
northjersey.com,1,1,1,1,1,1,1,1,1
noorchashm.medium.com,1,1,1,1,1,1,1,1,1
noagendashow.net,1,1,1,1,1,1,1,1,1
nltimes.nl,1,1,1,1,1,1,1,1,1
nkbp.jp,1,1,1,1,1,1,1,1,1
njspotlight.com,1,1,1,1,1,1,1,1,1
nikosxeiladakis.gr,1,1,1,1,1,1,1,1,1
nicolaporro.it,1,1,1,1,1,1,1,1,1
nws.mx,1,1,1,1,1,1,1,1,1
nydailynews.com,1,1,1,1,1,1,1,1,1
nysenate.gov,1,1,1,1,1,1,1,1,1
orau.gov,1,1,1,1,1,1,1,1,1
ovc.uoguelph.ca,1,1,1,1,1,1,1,1,1
otevrisvoumysl.cz,1,1,1,1,1,1,1,1,1
osfhealthcare.org,1,1,1,1,1,1,1,1,1
orthodoxreflections.com,1,1,1,1,1,1,0,1,1
organicconsumers.org,1,1,1,1,1,1,1,1,1
ordinary-times.com,1,1,1,1,1,1,1,1,1
openvarrs.com,1,1,1,1,1,1,1,1,1
nzherald.co.nz,1,1,1,1,1,1,1,1,1
opensecrets.org,1,1,1,1,1,1,1,1,1
onlinenigeria.com,1,1,1,1,1,1,1,1,1
onenewsnow.com,1,1,1,1,1,1,1,1,1
on.rt.com,1,1,1,1,1,1,1,1,1
omny.fm,1,1,1,1,1,1,1,1,1
o-efialtis.com,1,1,1,1,1,1,1,1,1
margueriterothe.com,1,1,1,1,1,1,1,1,1
maldita.es,1,1,1,1,1,1,1,1,1
fxb.harvard.edu,1,1,1,1,1,1,1,1,1
ia801408.us.archive.org,1,1,1,1,1,1,1,1,1
i-uv.com,1,1,1,1,1,1,1,1,1
hurriyet.com.tr,1,1,1,1,1,1,0,1,1
hub.jhu.edu,1,1,1,1,1,1,1,1,1
htn.to,1,1,1,1,1,1,1,1,1
hss.gov,1,1,1,1,1,1,1,1,1
hrsa.connectsolutions.com,1,1,1,1,1,1,1,1,1
hpra.ie,1,1,1,1,1,1,1,1,1
hotspotoutdoors.com,1,1,1,1,1,1,1,1,1
horizons.gc.ca,1,1,1,1,1,1,1,1,1
hoot.to,1,1,1,1,1,1,1,1,1
home.frankspeech.com,1,1,1,1,1,1,1,1,1
history.nih.gov,1,1,1,1,1,1,1,1,1
hispantv.com,1,1,1,1,1,1,1,1,1
hhc.gov,1,1,1,1,1,1,1,1,1
heyoya.com,1,1,1,1,1,1,1,1,1
i.redd.it,1,1,1,1,1,1,1,1,1
ibtimes.co.uk,1,1,1,1,1,1,1,1,1
main.mohfw.gov.in,1,1,1,1,1,1,1,1,1
icedrive.net,1,1,1,1,1,1,1,1,1
insurancejournal.com,1,1,1,1,1,1,1,1,1
insidejobjp.blogspot.com,1,1,1,1,1,1,1,1,1
informedchoicemichigan.org,1,1,1,1,1,1,1,1,1
infocatalizador.blogspot.com,1,1,1,1,1,1,1,1,1
indiaspend.com,1,1,1,1,1,1,1,1,1
independentminute.com,1,1,1,1,1,1,1,1,1
independent.ie,1,1,1,1,1,1,1,1,1
impfnebenwirkungen.net,1,1,1,1,1,1,1,1,1
impf-info.de,1,1,1,1,1,1,1,1,1
ilsimplicissimus2.com,1,1,1,1,1,1,1,1,1
illin.is,1,1,1,1,1,1,1,1,1
idahonews.com,1,1,1,1,1,1,1,1,1
icsi.org,1,1,1,1,1,1,1,1,1
icmr.gov.in,1,1,1,1,1,1,0,1,1
icloud.com,1,1,1,1,1,1,1,1,1
herstelderepubliek.wordpress.com,1,1,1,1,1,1,1,1,1
helsinginuutiset.fi,1,1,1,1,1,1,1,1,1
hellboundanddown.com,1,1,1,1,1,1,1,1,1
heart.org,1,1,1,1,1,1,1,1,1
governmentciomedia.com,1,1,1,1,1,1,1,1,1
gospelnewsnetwork.org,1,1,1,1,1,1,1,1,1
google.dk,1,1,1,1,1,1,1,1,1
google.com.my,1,1,1,1,1,1,1,1,1
google.co.za,1,1,1,1,1,1,1,1,1
google.cl,1,1,1,1,1,1,1,1,1
goldjournal.net,1,1,1,1,1,1,1,1,1
go.usa.gov,1,1,1,1,1,1,1,1,1
globeandmal.com,1,1,1,1,1,1,1,1,1
gisanddata.maps.arcgis.com,1,1,1,1,1,1,1,1,1
geopolitics.co,1,1,1,1,1,1,1,1,1
gentleladyboutique.com,1,1,1,1,1,1,1,1,1
gematrix.org,1,1,1,1,1,1,1,1,1
gdit.com,1,1,1,1,1,1,1,1,1
gatesofvienna.net,1,1,1,1,1,1,1,1,1
greeknation.blogspot.com,1,1,1,1,1,1,1,1,1
h.gov.il,1,1,1,1,1,1,1,1,1
hangthecensors.com,1,1,1,1,1,1,1,1,1
healthdata.gov,1,1,1,1,1,1,1,1,1
healthyimmunitynow.org,1,1,1,1,1,1,1,1,1
healthmanagement.org,1,1,1,1,1,1,1,1,1
healthline.com,1,1,1,1,1,1,1,1,1
healthfreedoms.org,1,1,1,1,1,1,1,1,1
healthdefense.org,1,1,1,1,1,1,1,1,1
healthdata.org,1,1,1,1,1,1,1,1,1
healthcareitnews.com,1,1,1,1,1,1,1,1,1
hartgroup.org,1,1,1,1,1,1,1,1,1
healthcare.gov,1,1,1,1,1,1,1,1,1
health.economictimes.indiatimes.com,1,1,1,1,1,1,1,1,1
healio.com,1,1,1,1,1,1,1,1,1
hcqmeta.com,1,1,1,1,1,1,1,1,1
hbarca.substack.com,1,1,1,1,1,1,1,1,1
hartstichting.nl,1,1,1,1,1,1,1,1,1
investorshub.advfn.com,1,1,1,1,1,1,1,1,1
iol.co.za,1,1,1,1,1,1,1,1,1
irishexaminer.com,1,1,1,1,1,1,1,1,1
kvue.com,1,1,1,1,1,1,1,1,1
liberopensiero2019.blogspot.com,1,1,1,1,1,1,1,1,1
liberdon.com,1,1,1,1,1,1,1,1,1
liberation.fr,1,1,1,1,1,1,1,1,1
lehighuniversity.org,1,1,1,1,1,1,1,1,1
legacy.com,1,1,1,1,1,1,0,1,1
leftbrainrightbrain.co.uk,1,1,1,1,1,1,1,1,1
learntherisks.org,1,1,1,1,1,1,1,1,1
learntherisk.org,1,1,1,1,1,1,1,1,1
lawfirms.com,1,1,1,1,1,1,1,1,1
law.cornell.edu,1,1,1,1,1,1,1,1,1
latestnewssouthafrica.com,1,1,1,1,1,1,1,1,1
landofree.substack.com,1,1,1,1,1,1,1,1,1
lakemedelsverket.se,1,1,1,1,1,1,1,1,1
labeling.pfizer.com,1,1,1,1,1,1,1,1,1
laatjenietvaccineren.nl,1,1,1,1,1,1,1,1,1
libertyonenews.com,1,1,1,1,1,1,1,1,1
libertytree.news,1,1,1,1,1,1,1,1,1
lichtnahrung2015.wordpress.com,1,1,1,1,1,1,1,1,1
m.bles.com,1,1,1,1,1,1,1,1,1
mailaz.com,1,1,1,1,1,1,1,1,1
magazinelavoixdedieu.wordpress.com,1,1,1,1,1,1,1,1,1
magainstitute.com,1,1,1,1,1,1,1,1,1
madisonarealymesupportgroup.com,1,1,1,1,1,1,1,1,1
m.pro,1,1,1,1,1,1,1,1,1
m.huffpost.com,1,1,1,1,1,1,1,1,1
lumieredelafin.com,1,1,1,1,1,1,1,1,1
linktr.ee,1,1,1,1,1,1,1,1,1
loope.home.blog,1,1,1,1,1,1,1,1,1
londontimes.live,1,1,1,1,1,1,1,1,1
localmemphis.com,1,1,1,1,1,1,1,1,1
livemint.com,1,1,1,1,1,1,1,1,1
live5news.com,1,1,1,1,1,1,1,1,1
live.aflds.org,1,1,1,1,1,1,1,1,1
kygwsevjgvjpyv5v6eqnj7jglm-ac5fdsxevxq4s5y-amgreatness-com.translate.goog,1,1,1,1,1,1,1,1,1
ksipnistere.com,1,1,1,1,1,1,1,1,1
irresistables.co,1,1,1,1,1,1,1,1,1
kpkesihatan.com,1,1,1,1,1,1,1,1,1
journaldemontreal.com,1,1,1,1,1,1,1,1,1
jonathan-cook.net,1,1,1,1,1,1,1,1,1
joannenova.com.au,1,1,1,1,1,1,1,1,1
jimmunol.org,1,1,1,1,1,1,1,1,1
jesuslordhelpus.com,1,1,1,1,1,1,0,1,1
jeremyrhammond.com,1,1,1,1,1,1,1,1,1
jeffereyjaxen.com,1,1,1,1,1,1,1,1,1
jccf.ca,1,1,1,1,1,1,1,1,1
janssenlabels.com,1,1,1,1,1,1,1,1,1
jamesfetzer.org,1,1,1,1,1,1,1,1,1
